id,email,experimental_condition,StartDate,script_type,post_nudge,ProfileName,ProfileLocation,ProfileBio,ProfilePicture,citevisits,CompletedStudy,DayOneVists,DayTwoVists,DayThreeVists,GeneralPostNumber,GeneralCommentNumber
A2T1OFT6T845KR,kosisovictory98@gmail.com,des_30_rules_comments,Thu Oct 07 2021 18:52:16 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,2,0,0,0,0
AIIOT9A7ARQZW,turkother@outlook.com,r5_rules_noComments,Thu Oct 07 2021 18:30:29 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,2,0,10,0,0,1,0
A2YM9Y5ZZ3MHPC,emv0510@yahoo.com,des_30_rules_comments,Thu Oct 07 2021 17:49:53 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,1,0,8,0,0,1,3
AROOCBM042SJD,lalamoulah@gmail.com,r5_rules_noComments,Thu Oct 07 2021 17:48:12 GMT-0400 (Eastern Daylight Time),,0,0,0,0,1,1,0,4,0,0,0,0
AEF74ZYJTTEIA,markgarofano@gmail.com,r_60,Thu Oct 07 2021 17:31:48 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,1,0,2,0,0,0,0
A320QA9HJFUOZO,ddevore86@gmail.com,des_30_rules_comments,Thu Oct 07 2021 17:16:18 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,4,0,4,2,0,0,3
A1I72NHC21347A,bonczek@nctv.com,r60_rules_noComments,Thu Oct 07 2021 17:03:13 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,5,0,40,0,0,2,14
A3MYRZ02DWKZW,j.keyser@live.com,r60_rules_noComments,Thu Oct 07 2021 17:00:48 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,2,0,8,0,0,2,0
A30GCTXJ17JC3I,andrewbw@uga.edu,r5_rules_noComments,Thu Oct 07 2021 16:49:48 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,3,0,32,0,0,1,3
A3WYH982KMRFL,leaora@yahoo.com,r30_rules_noComments,Thu Oct 07 2021 16:47:15 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,4,0,0,1,0
R_25ArxphH589c51q ,etonnemack@gmail.com,des_5_community_comments,Thu Oct 07 2021 16:37:07 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,8,0,0,1,0
AOQ9YNK1SX72Q,jacquelineknerem@gmail.com,des_5_rules_comments,Thu Oct 07 2021 16:32:40 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,6,0,26,4,0,2,3
A3MCGKRH5KEZR8,undeceivedsweeper@gmail.com,r_60,Thu Oct 07 2021 16:12:47 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,2,0,8,0,0,1,0
A2ASTDMWBCFIP0,nesheconstance@yahoo.com,des_30_community_comments,Thu Oct 07 2021 16:12:17 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,9,0,58,0,0,2,0
A2HUJDDGBAAV22,april20twoone@gmail.com,des_60_rules_comments,Thu Oct 07 2021 16:07:59 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,4,0,0,1,3
AKOSRBBP0U18R,hbirge27@gmail.com,des_30_community_comments,Thu Oct 07 2021 16:03:13 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,2,0,16,0,0,2,3
A2LL69WNSG31G9,truisi43@gmail.com,r30_rules_noComments,Thu Oct 07 2021 16:00:25 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,2,0,16,0,0,2,0
A2OSK04AGTLY6J,gentleyogaforyou@gmail.com,des_30_community_comments,Thu Oct 07 2021 15:59:29 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,2,0,6,0,0,1,1
A1TGEUP380JQS1,keri.korz7@yahoo.com,r30_rules_noComments,Thu Oct 07 2021 15:55:45 GMT-0400 (Eastern Daylight Time),,0,1,0,0,1,2,0,8,0,0,1,0
A2BZY06YRWGEDL,iamcloverfield@gmail.com,des_30_rules_comments,Thu Oct 07 2021 15:55:01 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,2,0,22,0,0,3,5
A7AZY77JPPUHY,doanthien009@gmail.com,r_5,Thu Oct 07 2021 15:54:25 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,3,0,24,0,0,2,1
ANFBZP4LZAS9N,mcampisi@live.com,r_30,Thu Oct 07 2021 15:50:36 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,3,0,14,0,0,3,1
AU34T9OMHN4Z4,littleredwolf08@gmail.com,r_60,Thu Oct 07 2021 15:49:43 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,2,0,14,0,0,4,0
A38IZLCH8VYVFK,researchjeffrey@gmail.com,r_30,Thu Oct 07 2021 15:46:08 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,4,0,0,1,6
A1XUE712KVMVXM,zanibabi02@aol.com,r_30,Thu Oct 07 2021 15:45:28 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,2,0,18,0,0,2,1
A37PH2VQZ2J4K3,gdwmgm@hotmail.com,des_30_community_comments,Thu Oct 07 2021 15:38:25 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,2,0,0,0,0
A2EPDDX5049SYF,jschieti@mail.usf.edu,r30_rules_noComments,Thu Oct 07 2021 15:34:47 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,2,0,22,0,0,2,4
A3492HL94OVDR5,tophertrull@gmail.com,r30_rules_noComments,Thu Oct 07 2021 15:34:37 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,2,0,26,0,0,4,8
A2K0L9M1ZZO5C9,spacht1978@gmail.com,r5_rules_noComments,Thu Oct 07 2021 15:33:08 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,2,0,28,0,0,2,2
A3NJHDZKBYBPIC,warrenc@gmail.com,des_5_rules_comments,Thu Oct 07 2021 15:27:50 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,2,0,0,0,0
123456,oneday@gmail.com,r30_rules_noComments,Tue Oct 05 2021 00:13:14 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,4,0,12,1,0,1,0
aaaaaaaaa,aaa@aaa.com,r60_rules_noComments,Sat Sep 18 2021 21:18:45 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,2,0,4,0,0,0,0
AQQPB1I68K8GZ,craigestes1985@gmail.com,des_5_community_comments,Fri Sep 17 2021 09:57:43 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,4,0,22,0,14,4,9
ADZHJZ078THWQ,xjaysonpeterson@gmail.com,des_30_rules_comments,Fri Sep 17 2021 09:45:55 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,7,1,18,5,12,3,0
A3US4NGKXBVI48,kamecloud@yahoo.com,r_5,Fri Sep 17 2021 08:56:48 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,14,1,38,19,18,7,2
A1GQHNEPZ7Z9FG,harris1nyc@gmail.com,r_5,Fri Sep 17 2021 08:35:04 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,8,0,0,1,6
APH5ADUVS4CLK,massieje@gmail.com,des_5_community_comments,Fri Sep 17 2021 08:19:36 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,7,1,58,16,29,9,39
A3OVGQIGX8BAB4,karkimason@gmail.com,des_60_rules_comments,Fri Sep 17 2021 08:19:29 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,5,1,8,5,5,3,7
AHXZVT4TNHNTY,milestonesteph@gmail.com,r5_rules_noComments,Fri Sep 17 2021 08:04:15 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,9,1,24,10,8,7,54
A35E8LAQ1R6I9X,jweinreis24@gmail.com,des_60_community_comments,Fri Sep 17 2021 08:02:53 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,9,0,14,5,6,1,4
A2DF8W7SDWLURD,tigerette1974@gmail.com,des_60_community_comments,Fri Sep 17 2021 07:59:46 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,3,0,8,0,2,3,7
A3QCVVUWBAL2OW,packcodes@gmail.com,r_60,Fri Sep 17 2021 07:22:48 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,4,0,0,0,3
A3FVMBW2Y46RRE,dorettadavis68@gmail.com,des_30_rules_comments,Fri Sep 17 2021 07:12:41 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,2,0,10,0,0,1,36
A21S5KBNLY5YZB,foxqt@icloud.com,des_5_rules_comments,Fri Sep 17 2021 06:42:48 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,15,1,58,22,28,8,8
AUJ0TEGJWR9FS,seaslug413@gmail.com,des_30_rules_comments,Fri Sep 17 2021 06:02:47 GMT-0400 (Eastern Daylight Time),,0,1,0,1,1,6,1,16,4,2,6,1
AFNERWJK1G1GH,clbrames@hotmail.com,r30_rules_noComments,Fri Sep 17 2021 03:42:41 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,2,0,0,0,0
A98R0HJH5N10I,abernal730@yahoo.com,r60_rules_noComments,Fri Sep 17 2021 02:59:56 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,2,0,30,0,0,4,19
A3SKAVLZCRR07H,shuntlibertygirl@gmail.com,des_5_rules_comments,Fri Sep 17 2021 02:24:47 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,7,1,12,2,8,10,4
A2A4V0AW79PB08,pawsandclawsreviews@gmail.com,r30_rules_noComments,Fri Sep 17 2021 02:11:00 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,3,0,4,6,0,2,0
A3T3WRVSK1N2PR,notoriousm1310@yahoo.com,r60_rules_noComments,Fri Sep 17 2021 01:33:30 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,4,1,30,5,6,4,2
A3EZ312SC2EC0W,trollmonsterrr@gmail.com,des_5_rules_comments,Fri Sep 17 2021 01:32:18 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,11,1,44,8,8,9,3
A2QS6OMSISWTSW,hzeilenga@hotmail.com,des_5_community_comments,Fri Sep 17 2021 01:05:44 GMT-0400 (Eastern Daylight Time),,0,1,0,0,0,1,0,4,0,0,0,0
A1EU5WEVXH6AZ0,juanmigueldewendt@hotmail.com,r5_rules_noComments,Fri Sep 17 2021 01:05:00 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,2,0,0,0,0
A15XENPU999RP9,paigebeengigs@gmail.com,r_5,Fri Sep 17 2021 01:03:09 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,6,0,0,1,8
A3G26URKI59VF5,meganmmccaw@gmail.com,des_5_rules_comments,Fri Sep 17 2021 00:00:33 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,9,1,20,7,10,8,8
A1FS8SBR4SDWYG,ashleytrunko@gmail.com,r60_rules_noComments,Thu Sep 16 2021 23:59:26 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,12,1,24,9,13,8,24
A23HZ18KTCK2DA,taray@aol.com,des_30_rules_comments,Thu Sep 16 2021 23:32:56 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,4,1,24,2,0,5,7
AZ8NBOTCBCLKG,kaysilvaks@gmail.com,r_60,Thu Sep 16 2021 23:15:52 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,7,0,20,1,16,4,18
AE5138F868GYB,auditio5@aol.com,r30_rules_noComments,Thu Sep 16 2021 23:14:42 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,2,0,0,0,0
A3U68HIM9W5THL,satellite78@gmail.com,des_5_community_comments,Thu Sep 16 2021 23:08:57 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,3,1,10,4,5,3,0
A23E6X71FJYI9Q,gsd2727@aol.com,r_5,Thu Sep 16 2021 22:55:13 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,2,0,12,0,0,4,0
A1XSX19SIQ9U4W,preciousko1@yahoo.com,des_30_community_comments,Thu Sep 16 2021 22:54:42 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,6,1,30,9,3,7,10
AY1DFLTV8803D,amf12b@my.fsu.edu,r_5,Thu Sep 16 2021 22:52:46 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,8,1,40,15,7,7,15
A1ZKIH8L6648NG,sarahrachel65@gmail.com,r_5,Thu Sep 16 2021 22:35:14 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,4,0,0,1,0
AZOG4PNTAYW0K,gotminimules@aol.com,r30_rules_noComments,Thu Sep 16 2021 22:33:45 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,4,0,0,0,0
A1D6T28O65L383,barbieof2011@gmail.com,des_30_rules_comments,Thu Sep 16 2021 22:18:33 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,3,0,22,0,2,2,17
A1PDNS7PCVE3KH,bluerose8k@gmail.com,des_5_rules_comments,Thu Sep 16 2021 22:18:20 GMT-0400 (Eastern Daylight Time),,0,1,0,0,0,1,0,2,0,0,0,0
A2B1YSMEHN1G2K,faithmturk92@gmail.com,des_30_rules_comments,Thu Sep 16 2021 22:07:07 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,4,0,0,1,5
A30KJAZCNCECX2,jencon90@cox.net,r5_rules_noComments,Thu Sep 16 2021 22:01:36 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,5,1,14,4,3,6,4
A22S3VLGGOXLGJ,leenaraej@yahoo.com,des_60_rules_comments,Thu Sep 16 2021 22:00:29 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,6,1,32,5,4,6,68
A297OARE76DMYM,aygraham5@gmail.com,des_60_community_comments,Thu Sep 16 2021 21:32:03 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,5,1,16,2,5,3,6
A4ZCS7YTJS0DF,winning333w@yahoo.com,des_30_community_comments,Thu Sep 16 2021 21:28:15 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,7,1,24,12,1,6,3
A1I14BDXFIGMH8,mjabpa@gmail.com,r5_rules_noComments,Thu Sep 16 2021 20:18:13 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,3,1,2,7,10,6,7
A34RRC4E4QMFI2,rickdevan@gmail.com,des_30_rules_comments,Thu Sep 16 2021 20:18:06 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,9,1,30,4,3,5,0
AE78GFZIC982B,bryanmarks199@gmail.com,des_30_rules_comments,Thu Sep 16 2021 20:17:57 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,3,1,8,10,0,8,10
A3EGZJ3AXN3NFT ,collwall23@gmail.com,r_60,Thu Sep 16 2021 20:08:50 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,8,1,70,8,6,6,34
A1QIPM8NC37VAL,mitchyp03@yahoo.com,des_5_rules_comments,Thu Sep 16 2021 20:08:24 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,3,0,8,0,0,1,5
a23esfm2rnlw5i,gray.zebbie@yahoo.com,r5_rules_noComments,Thu Sep 16 2021 20:00:05 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,6,1,18,3,12,9,14
A1FUQIDCR4U4QQ,jcrapsim@hotmail.com,r_5,Thu Sep 16 2021 19:58:04 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,8,1,28,9,1,6,0
A3DRYZ95VDUDK,jekkc@yahoo.com,des_60_community_comments,Thu Sep 16 2021 19:52:06 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,3,1,34,5,0,7,6
A3LLI5ADM2IDF1,checkleyerica@gmail.com,des_60_rules_comments,Thu Sep 16 2021 19:49:54 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,1,0,6,0,0,1,0
A2VVY25E0CWDCC,turk4work@gmail.com,des_30_community_comments,Thu Sep 16 2021 19:46:01 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,4,1,16,6,0,3,40
A2RK3W1GHYLED3,jeffdhand@hotmail.com,des_5_community_comments,Thu Sep 16 2021 19:29:43 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,2,0,0,0,0
AVEGE1L72NPHB,eitzman1322@gmail.com,des_5_community_comments,Thu Sep 16 2021 19:26:45 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,4,0,0,0,0
A1LE0PEWEHFOGG,beachgrrl2018@gmail.com,des_5_rules_comments,Thu Sep 16 2021 19:25:22 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,2,0,0,0,0
AV8T375ESPPPS,realdsh622@grr.la,des_60_rules_comments,Thu Sep 16 2021 19:21:02 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,1,0,2,0,0,0,0
AABQWVQL7J3BR,mmckeython@aol.com,r60_rules_noComments,Thu Sep 16 2021 19:13:20 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,22,0,0,2,1
A2MEF2PMF5YZ0X,alonedatascientist@gmail.com,des_60_rules_comments,Thu Sep 16 2021 19:07:47 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,4,1,20,3,7,8,15
AHZW9LTL074XB,alliejo552@yahoo.com,r_30,Thu Sep 16 2021 19:04:05 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,2,0,12,0,2,1,1
A2FQYBUXX97P13 ,autumnobservations@gmail.com,r30_rules_noComments,Thu Sep 16 2021 19:00:56 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,8,0,0,2,0
A2NVNUMJS0GRBC,dragon_inks@yahoo.com,des_30_community_comments,Thu Sep 16 2021 18:47:23 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,11,1,20,6,11,5,30
A2M5XUB5731KVA,arroyojorge@gmail.com,r60_rules_noComments,Thu Sep 16 2021 18:29:32 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,4,0,0,0,0
AAZAJDRFBDUSW,mturkergigworker@gmail.com,r60_rules_noComments,Thu Sep 16 2021 18:27:25 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,10,1,14,10,24,4,38
A2BVQWTRY5NI6V,winseitherway2006@gmail.com,r_60,Thu Sep 16 2021 18:21:32 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,12,0,0,1,1
A1DBGT96VCIF5I,curtjmoore@hotmail.com,des_30_community_comments,Thu Sep 16 2021 18:17:13 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,6,0,0,1,0
A2CF20HUT1QNX6,julbird02@gmail.com,r_5,Thu Sep 16 2021 18:02:01 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,3,0,18,0,8,3,3
A3JIYTOFDKUZGS,willeyaiden0@gmail.com,des_30_rules_comments,Thu Sep 16 2021 18:00:06 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,4,0,0,0,0
A10ZJQC7W1QHIO,eener33@icloud.com,r_60,Thu Sep 16 2021 17:50:04 GMT-0400 (Eastern Daylight Time),,0,1,0,0,0,5,0,28,3,0,1,0
APPNTU0LE3T9L,ktbb04@gmail.com,des_60_rules_comments,Thu Sep 16 2021 17:44:46 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,5,0,6,3,3,2,3
A28ZYPT9KDEMJ6,katelynschultz4@gmail.com,des_5_community_comments,Thu Sep 16 2021 17:37:46 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,4,0,0,1,1
A2X0O6DN8NQWCJ,smithlm07@outlook.com,des_30_rules_comments,Thu Sep 16 2021 17:33:24 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,2,0,10,0,0,1,3
A1EOPEG6RHXO1V,insearchofthehumanspirit@gmail.com,r_60,Thu Sep 16 2021 17:29:56 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,9,1,10,5,5,3,14
A3OWR5HQNE24OT,sarakjackson94@gmail.com,r60_rules_noComments,Thu Sep 16 2021 17:27:35 GMT-0400 (Eastern Daylight Time),,0,1,0,0,1,1,0,6,0,0,1,0
A1Q80KIJRD9934,vero_vela94@yahoo.com,des_30_rules_comments,Thu Sep 16 2021 17:24:21 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,8,0,0,2,0
A2ALYW6W16PUYQ,keparay265@teebate.com,r5_rules_noComments,Thu Sep 16 2021 17:15:27 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,8,1,54,15,22,9,19
AHXO376ALG8WN,birdnerdd@gmail.com,r_60,Thu Sep 16 2021 17:10:43 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,7,0,14,0,11,4,2
A1W5ECLQGJYCPF,merrymary1978@gmail.com,r_5,Thu Sep 16 2021 17:08:47 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,2,0,0,0,0
A3P7XSX4AH6VRP,oaye1124@gmail.com,des_30_rules_comments,Thu Sep 16 2021 17:06:50 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,4,0,4,3,1,1,13
A2IJGSO19TDI2T,waffles1978@waffles.net,r_60,Thu Sep 16 2021 17:04:57 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,8,1,102,37,2,7,0
A333TJ4H6MIW3I,cjohnso222@protonmail.com,des_30_rules_comments,Thu Sep 16 2021 17:04:40 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,2,0,0,0,0
A1VFRCYMWGWWCZ,adahmonroe@aol.com,r60_rules_noComments,Thu Sep 16 2021 16:59:05 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,2,0,8,0,0,1,0
AQPEFHCBL2D65,robbie811@yahoo.com,r_60,Thu Sep 16 2021 16:58:54 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,5,1,28,3,4,5,14
A2HZYWOCTLWJMP,dominicksangels@gmail.com,r5_rules_noComments,Thu Sep 16 2021 16:55:24 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,1,0,2,0,0,0,0
A2NGQVFMEXXA7G,mypersnickety@gmail.com,des_30_community_comments,Thu Sep 16 2021 16:50:24 GMT-0400 (Eastern Daylight Time),,0,0,1,0,1,2,0,24,0,0,3,5
A36SNKUPZRJMHX,wrhfvlm@gmail.com,des_5_rules_comments,Thu Sep 16 2021 16:47:25 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,7,0,8,2,2,0,7
A23VRSFK0NJOW9,elainarmeyer98@gmail.com,r_60,Thu Sep 16 2021 16:45:24 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,3,0,2,5,0,1,2
A748N8WFG2HR4,qzenoex@gmail.com,r_5,Thu Sep 16 2021 16:45:23 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,2,0,10,0,0,1,1
A19IRVPZXEBPKH,doomfrog314@gmail.com,r_30,Thu Sep 16 2021 16:41:27 GMT-0400 (Eastern Daylight Time),,0,0,0,0,1,7,1,30,10,1,3,0
A171WYHYRYMYQZ,kevinrk89@hotmail.com,r_30,Thu Sep 16 2021 16:40:33 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,8,1,16,7,19,4,7
A37JSOJH9695SM,brandonvalerio@yahoo.com,des_30_rules_comments,Thu Sep 16 2021 16:39:37 GMT-0400 (Eastern Daylight Time),,0,1,1,0,0,1,0,4,0,0,0,0
A1RBGOH2M9CF4R,mairajestrada@gmail.com,r_60,Thu Sep 16 2021 16:37:38 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,6,0,20,0,4,3,4
A1S1WA8UKBQ131,tuxx4570@gmail.com,des_30_rules_comments,Thu Sep 16 2021 16:37:08 GMT-0400 (Eastern Daylight Time),,0,1,1,0,1,16,1,54,31,16,13,15
A1VXA0UP5R9TC9,jessking1019@yahoo.com,des_5_community_comments,Thu Sep 16 2021 16:37:03 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,5,1,6,5,8,5,4
A1IOE79K3G3VQD,parkerfaer@gmail.com,r_30,Thu Sep 16 2021 16:35:36 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,9,0,14,1,10,3,6
AYH5S2NOTSFKR,heavenlyjoy7@gmail.com,r_30,Thu Sep 16 2021 16:32:50 GMT-0400 (Eastern Daylight Time),,0,0,0,0,1,5,1,4,5,4,3,10
A18SEAK722FJ5,erikakensinger@gmail.com,r5_rules_noComments,Thu Sep 16 2021 16:27:19 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,9,1,20,5,11,4,0
A3HJ1RFM8ZYNGZ,martinpanther@mail.com,des_60_community_comments,Thu Sep 16 2021 16:25:00 GMT-0400 (Eastern Daylight Time),,0,1,1,1,0,12,1,18,6,11,7,0
A350SLJRMBIFM4,artenow@gmail.com,r5_rules_noComments,Thu Sep 16 2021 16:24:00 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,8,0,42,0,20,5,7
A3GHYD28ZZ3IEN,almxzzy@gmail.com,r_5,Thu Sep 16 2021 16:20:58 GMT-0400 (Eastern Daylight Time),,0,1,1,1,1,1,0,22,0,0,2,1
