id,email,StartDate,postID,body,picture,absTime,citevisits,generalpagevisit,DayOneVists,DayTwoVists,DayThreeVists,GeneralLikeNumber,GeneralFlagNumber,GeneralPostNumber,GeneralCommentNumber,GeneralPostLikes,GeneralCommentLikes
A2CQP9DZSDUC5V,mhardwick47@hotmail.com,2021-09-11T16:28:44.107Z,0,Sometimes you just need a pepperoni pizza on football Sunday!  What are you eating this Sunday?,821220sq25vqwoPizza_jfif,Sun Sep 12 2021 12:27:26 GMT-0400 (Eastern Daylight Time),2,2,4,0,0,0,0,1,0,0,0
A233K1XWQ4JOHJ,alejo8528@hotmail.com,2021-09-11T15:50:25.045Z,0,Can't wait to go back to the beautiful city of Luzern!!!!,82115fvysnrpncIMG_8716_jpg,Sat Sep 11 2021 12:13:56 GMT-0400 (Eastern Daylight Time),1,3,6,0,0,5,0,1,2,4,1
A20R85ANI431BO,mike@flyingpenguins.org,2021-09-11T14:07:33.907Z,0,"Homemade sausages (kielbasa from a little while back.  Pork butt ground up using the sausage attachment on my kitchenaid, garlic and some seasonings.  Smoked on the trager.  Most wonderful.",5689837azwijj4IMG_20200607_183845_jpg,Sun Sep 12 2021 09:55:12 GMT-0400 (Eastern Daylight Time),2,2,4,0,0,1,1,1,2,1,0
A20R85ANI431BO,mike@flyingpenguins.org,2021-09-11T14:07:33.907Z,1,"Today was a short-ish hike at Watkins Glen State Park in New York.  I had seen photos before, but never been.  Absolutely must see!  Stay at the State Park campground (great location!) and then head on into the park for some hiking and photos.  If you've not been, add it to your list.  This is a picture looking through a tunnel at a waterfall that you  can walk behind.  The path is manmade, but the waterfall itself is not.",5689832pffdraxIMG_20210913_163126_jpg,Mon Sep 13 2021 21:47:06 GMT-0400 (Eastern Daylight Time),3,9,6,0,2,1,2,2,3,1,0
A20R85ANI431BO,mike@flyingpenguins.org,2021-09-11T14:07:33.907Z,2,"Thunder and lightning last night.  Dog didn't sleep, so I didn't sleep.  #TrailerLife.  Here's a recent photo from my travels, which would have been great white noise last night.",568983azkultinIMG_20210909_103442_EFFECTS_jpg,Tue Sep 14 2021 12:00:04 GMT-0400 (Eastern Daylight Time),5,33,6,0,10,4,3,3,5,4,0
A1NDJA4PMBI7B,briarm16@outlook.com,2021-09-11T13:22:49.370Z,0,Anyone else ready for Christmas?? What's your favorite Christmas tradition?,5688274hshev1xA2027E42_5D47_45C3_A477_5D4D0BBE1818_jpeg,Sat Sep 11 2021 09:33:54 GMT-0400 (Eastern Daylight Time),1,18,24,0,0,1,0,1,2,1,0
AKI5LV65NLSQC,usmcprincess33@gmail.com,2021-09-11T13:18:50.537Z,0,Puppy loves to sleep on the boyfriends hoodie,56881dg4cbvv9420210904_163726_jpg,Sat Sep 11 2021 09:23:41 GMT-0400 (Eastern Daylight Time),1,3,6,0,0,0,0,1,1,0,0
AKI5LV65NLSQC,usmcprincess33@gmail.com,2021-09-11T13:18:50.537Z,1,Puppy loves to sleep on the boyfriends hoodie,56881dk00mokku20210904_163726_jpg,Sat Sep 11 2021 09:23:43 GMT-0400 (Eastern Daylight Time),1,3,6,0,0,0,0,2,1,0,0
AKI5LV65NLSQC,usmcprincess33@gmail.com,2021-09-11T13:18:50.537Z,2,Puppy cuddles are the best,56881dvgrlinf220210906_134832_jpg,Sat Sep 11 2021 13:25:04 GMT-0400 (Eastern Daylight Time),2,10,18,0,0,6,0,3,1,6,0
AKI5LV65NLSQC,usmcprincess33@gmail.com,2021-09-11T13:18:50.537Z,3,New puppy,56881d88emvr2w20210905_164706_jpg,Sun Sep 12 2021 21:10:20 GMT-0400 (Eastern Daylight Time),5,22,24,6,0,24,0,4,2,24,0
AKI5LV65NLSQC,usmcprincess33@gmail.com,2021-09-11T13:18:50.537Z,4,Lazy dog days lol,56881d5f49vhrc16315557342553083050730411799069_jpg,Mon Sep 13 2021 13:56:11 GMT-0400 (Eastern Daylight Time),6,30,24,9,2,27,0,5,2,27,0
AKI5LV65NLSQC,usmcprincess33@gmail.com,2021-09-11T13:18:50.537Z,5,The boys going to the park,56881dq258epb6IMG_20210805_174205552_HDR_jpg,Mon Sep 13 2021 20:59:17 GMT-0400 (Eastern Daylight Time),8,40,24,9,7,38,0,6,2,38,0
AKI5LV65NLSQC,usmcprincess33@gmail.com,2021-09-11T13:18:50.537Z,6,Breakfast yum,56881db3cjhnhc16316285153845594620521453247548_jpg,Tue Sep 14 2021 10:09:08 GMT-0400 (Eastern Daylight Time),10,47,24,9,11,50,0,7,3,50,0
A58EN7ZKSUK90,itzakeno@gmail.com,2021-09-11T12:47:17.556Z,0,"Not as good as NYC's origin, but man does it taste amazing! #halalguys",5687acmemgq8u8IMG_1988_JPG,Sun Sep 12 2021 13:37:08 GMT-0400 (Eastern Daylight Time),3,3,4,1,0,0,0,1,0,0,0
A58EN7ZKSUK90,itzakeno@gmail.com,2021-09-11T12:47:17.556Z,1,"I’ll admit, I’m not good at using chopsticks. 🤭 Who else uses a fork to eat sushi? #forkthisdish",5687accdv5w2kb6169EED5_2FFC_462A_92BE_DA4E265A252C_jpeg,Mon Sep 13 2021 17:55:42 GMT-0400 (Eastern Daylight Time),5,10,4,4,2,0,0,2,0,0,0
A58EN7ZKSUK90,itzakeno@gmail.com,2021-09-11T12:47:17.556Z,2,Went out with the cousins 😋🍦 What’s your favorite ice cream flavor?,5687acu45nhq3n5D297D34_D151_4D99_9088_1CFDFB0DB157_jpeg,Tue Sep 14 2021 16:10:45 GMT-0400 (Eastern Daylight Time),7,22,4,4,9,0,0,3,0,0,0
A2WDF40FA670T9,helixspiral@live.com,2021-09-11T12:39:25.239Z,0,Saturday Breakfast of Lemon Sour Cream Chicken Omelet!,568754f7l75m8gbreakfast_JPG,Sat Sep 11 2021 08:56:31 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,0,0,1,0,0,0
A2WDF40FA670T9,helixspiral@live.com,2021-09-11T12:39:25.239Z,1,"Simple sandwich, but it's lunch time already.",568754apei6hihlunch_jpg,Sat Sep 11 2021 11:36:03 GMT-0400 (Eastern Daylight Time),2,12,16,0,0,12,0,2,13,12,0
A2WDF40FA670T9,helixspiral@live.com,2021-09-11T12:39:25.239Z,2,Simple and healthy granola with yogurt and bananas!,568754vxb4ocz1granola_jpg,Sun Sep 12 2021 09:15:08 GMT-0400 (Eastern Daylight Time),3,15,20,1,0,14,0,3,14,14,0
A2WDF40FA670T9,helixspiral@live.com,2021-09-11T12:39:25.239Z,3,My quick and easy budget lunch for the not so hungry!,568754ywo948x8sandwich_jpg,Sun Sep 12 2021 15:57:07 GMT-0400 (Eastern Daylight Time),4,22,20,6,0,21,0,4,23,21,0
A2WDF40FA670T9,helixspiral@live.com,2021-09-11T12:39:25.239Z,4,"It's Monday, so that must mean oatmeal with raisins, cinnamon and banana!",568754by15fv5joatmeal_jpg,Mon Sep 13 2021 09:00:57 GMT-0400 (Eastern Daylight Time),5,26,20,8,1,34,0,5,32,34,0
A2WDF40FA670T9,helixspiral@live.com,2021-09-11T12:39:25.239Z,5,"Hoagie time!  Well, mini hoagie, anyway.",568754mou0n0gfhoagie_jpg,Mon Sep 13 2021 12:52:40 GMT-0400 (Eastern Daylight Time),6,31,20,8,4,64,0,6,46,64,0
AUK3G1H465I2P,drbyron@yahoo.com,2021-09-11T12:36:57.216Z,0,"This is Frank. Before I got married, Frank insisted on riding shotgun when I moved to a new location. He was forced to give up that position to Eileen back in 2002.",56872771ew1j9yFrank_Side_JPG,Sat Sep 11 2021 09:06:36 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,0,1,1,2,0,0
AUK3G1H465I2P,drbyron@yahoo.com,2021-09-11T12:36:57.216Z,1,"This crew. of Cabbage Patch Kids don't wear masks and are not vaccinated. However, that is not much of an issue since they cannot get COVID. Human kids..... different story.",5687277urvw18yIMG_20210911_140134382_jpg,Sun Sep 12 2021 08:21:13 GMT-0400 (Eastern Daylight Time),6,22,22,0,0,1,3,2,10,0,1
AUK3G1H465I2P,drbyron@yahoo.com,2021-09-11T12:36:57.216Z,2,"This crew. of Cabbage Patch Kids don't wear masks and are not vaccinated. However, that is not much of an issue since they cannot get COVID. Human kids..... different story.",568727w5fv5o34IMG_20210911_140134382_jpg,Sun Sep 12 2021 08:21:17 GMT-0400 (Eastern Daylight Time),6,23,24,0,0,1,3,3,10,0,1
AUK3G1H465I2P,drbyron@yahoo.com,2021-09-11T12:36:57.216Z,3,My wife collects Cabbage Patch Kids. You have a problem with that?,568727lejhrg8rIMG_20210911_140155367_jpg,Mon Sep 13 2021 09:54:33 GMT-0400 (Eastern Daylight Time),9,32,26,3,2,2,5,4,16,1,1
A12X8RUSITV7RU,felissacalico@gmail.com,2021-09-11T12:29:34.532Z,0,Tofu and broccoli with white rice.,5686dfzlxbtqjtIMG_7478_jpg,Sat Sep 11 2021 08:37:04 GMT-0400 (Eastern Daylight Time),1,2,4,0,0,0,0,1,0,0,0
A12X8RUSITV7RU,felissacalico@gmail.com,2021-09-11T12:29:34.532Z,1,Tim Curry does it all.,5686df3r93g0c4IMG_7472_jpg,Sun Sep 12 2021 06:32:32 GMT-0400 (Eastern Daylight Time),4,35,54,0,0,4,0,2,3,4,0
A12X8RUSITV7RU,felissacalico@gmail.com,2021-09-11T12:29:34.532Z,2,Tim Curry does it all.,5686dfpuzhmytdIMG_7472_jpg,Sun Sep 12 2021 06:32:34 GMT-0400 (Eastern Daylight Time),4,36,56,0,0,4,0,3,3,4,0
A12X8RUSITV7RU,felissacalico@gmail.com,2021-09-11T12:29:34.532Z,3,Lil Nas X slaying at the VMAs,5686df661jvtcotumblr_44d6c37f0e6e0dfe25b601b61b9005d9_2be3a300_540_jpg,Mon Sep 13 2021 09:21:51 GMT-0400 (Eastern Daylight Time),6,48,62,3,2,5,0,4,5,5,0
A12X8RUSITV7RU,felissacalico@gmail.com,2021-09-11T12:29:34.532Z,4,Got a new musical instrument for my birthday,5686dftpxu9c4fimage_jpg,Mon Sep 13 2021 23:01:11 GMT-0400 (Eastern Daylight Time),7,55,62,3,7,5,0,5,5,5,0
A6OBT1RD68EMZ,tobe@hot.com,2021-09-11T12:27:51.376Z,0,truth,5686c92u59yo3a241347835_10159788017642235_2877656261439109903_n_jpg,Sat Sep 11 2021 10:05:44 GMT-0400 (Eastern Daylight Time),2,6,12,0,0,2,0,1,2,2,0
A31GY5ZF9Q8Z3J,chijams@aol.com,2021-09-11T12:22:26.059Z,0,My favorite place in the whole world! Take me back ❤❤ Las Vegas,568695sjcm1tu0IMG_20210525_151210_969_jpg,Sat Sep 11 2021 08:27:40 GMT-0400 (Eastern Daylight Time),1,3,6,0,0,0,0,1,0,0,0
A31GY5ZF9Q8Z3J,chijams@aol.com,2021-09-11T12:22:26.059Z,1,#fall and #football,568695xaugne6s20210912_122849_jpg,Sun Sep 12 2021 15:50:57 GMT-0400 (Eastern Daylight Time),4,29,22,3,0,1,0,2,0,0,1
A31GY5ZF9Q8Z3J,chijams@aol.com,2021-09-11T12:22:26.059Z,2,Happy fall!,5686955xss3cvdIMG_20190808_184526_001_jpg,Mon Sep 13 2021 12:42:45 GMT-0400 (Eastern Daylight Time),7,43,22,10,4,1,0,3,0,0,1
A2U14TBAOQV0KK,jmgullett@gmail.com,2021-09-11T12:16:58.539Z,0,From a recent trip to the Gulf Coast...Boneyard Beach. I love the way this photo juxtaposes nature against the inventions of humankind. I like to believe that the two can coexist.,56868bamaar5slIMG_2911_JPG,Sat Sep 11 2021 08:37:19 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,6,2,1,6,6,0
A2U14TBAOQV0KK,jmgullett@gmail.com,2021-09-11T12:16:58.539Z,1,St. Simon's Island...got some incredible pictures of the ship that tipped over just a few miles off the coast.,56868blus35wucIMG_2934_JPG,Sat Sep 11 2021 14:26:30 GMT-0400 (Eastern Daylight Time),3,9,12,0,0,12,3,2,7,12,0
A2U14TBAOQV0KK,jmgullett@gmail.com,2021-09-11T12:16:58.539Z,2,"I love this saying. Speak it into existence, folks!",56868b91cojn3hbird_with_fry_jpg,Sun Sep 12 2021 08:34:09 GMT-0400 (Eastern Daylight Time),4,14,16,2,0,20,5,3,10,15,5
A2U14TBAOQV0KK,jmgullett@gmail.com,2021-09-11T12:16:58.539Z,3,"Came across an oldie but a goodie. My mom, me and the quilt we made to donate to the VA hospital.",56868bvzt7fjg7va_quilt_jpg,Sun Sep 12 2021 13:17:17 GMT-0400 (Eastern Daylight Time),5,20,16,6,0,21,5,4,11,16,5
A2U14TBAOQV0KK,jmgullett@gmail.com,2021-09-11T12:16:58.539Z,4,Love this quote and love Johnny Cash!,56868b1c4qrdh3thismorning11x14_jpg,Mon Sep 13 2021 06:15:18 GMT-0400 (Eastern Daylight Time),6,24,16,9,0,21,5,5,12,16,5
A2U14TBAOQV0KK,jmgullett@gmail.com,2021-09-11T12:16:58.539Z,5,My husband's grandmother as a teenager.,56868bzpf0nj01Ida_Hall_as_Teen_jpg,Mon Sep 13 2021 17:28:35 GMT-0400 (Eastern Daylight Time),7,31,16,11,2,27,10,6,12,21,6
A2U14TBAOQV0KK,jmgullett@gmail.com,2021-09-11T12:16:58.539Z,6,"I remain in awe of the women who built Liberty Ships in Brunswick, GA during WWII.",56868bm7hmg151IMG_3026_JPG,Tue Sep 14 2021 06:27:27 GMT-0400 (Eastern Daylight Time),8,39,16,11,7,29,12,7,13,21,8
A38XHZUHU5Q0RO,warriorxiomarrune@gmail.com,2021-09-11T11:59:16.182Z,0,Kitty getting cozy at the new house!,5685fcrlg02z28bookshelf_guard_jpg,Sat Sep 11 2021 08:02:43 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,1,0,1,0,1,0
A38XHZUHU5Q0RO,warriorxiomarrune@gmail.com,2021-09-11T11:59:16.182Z,1,Just a bit of a fall project,5685fca65zn7t9halloween_wretath_jpg,Sat Sep 11 2021 14:41:04 GMT-0400 (Eastern Daylight Time),2,6,10,0,0,17,11,2,4,16,1
A1WZ0Y8Q3MSHB7,pamcorreale4@live.com,2021-09-11T11:53:01.562Z,0,I cannot believe my little grandson munchkin is already in kindergarten!,5685e29l81oe7l2012_10_11_12_14_49_jpg,Sat Sep 11 2021 08:02:15 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,1,0,1,2,0,1
AI0KK1PJDZNPL,jakemervis@gmail.com,2021-09-11T11:37:54.876Z,0,A lovely morning for a walk after coffee,568599ysyt392f16F6A365_37A4_4F42_8E65_DD9571F2F1BD_jpeg,Sat Sep 11 2021 07:40:31 GMT-0400 (Eastern Daylight Time),1,2,4,0,0,1,0,1,0,1,0
AI0KK1PJDZNPL,jakemervis@gmail.com,2021-09-11T11:37:54.876Z,1,The coffee is ready!,568599bv4sizsaC75845AB_CAEF_4286_AF97_FDB92B58E503_jpeg,Sat Sep 11 2021 08:10:21 GMT-0400 (Eastern Daylight Time),1,7,12,0,0,2,1,2,0,2,0
AI0KK1PJDZNPL,jakemervis@gmail.com,2021-09-11T11:37:54.876Z,2,Another cup of Joe,5685998n63emoc9E2274C4_030C_4C8C_99E2_6897A8074D6C_jpeg,Sun Sep 12 2021 08:10:09 GMT-0400 (Eastern Daylight Time),2,22,14,2,0,2,1,3,0,2,0
AI0KK1PJDZNPL,jakemervis@gmail.com,2021-09-11T11:37:54.876Z,3,Driving to dinner!,568599pavx73zbF2899E69_F4CC_48B4_B67C_4A1208C95103_jpeg,Sun Sep 12 2021 18:13:21 GMT-0400 (Eastern Daylight Time),3,36,14,8,0,5,1,4,1,4,1
A15HCM2AMX95Z9,brian@eavarone.org,2021-09-11T11:03:18.561Z,0,Best breakfast ever?,5684c7j9k8mehsIMG_E61998D3B403_1_jpeg,Sat Sep 11 2021 07:11:17 GMT-0400 (Eastern Daylight Time),1,3,4,0,0,2,0,1,2,2,0
A15HCM2AMX95Z9,brian@eavarone.org,2021-09-11T11:03:18.561Z,1,What are you drinking today?,5684c775ymp16zTypes_of_Coffee_Drinks_1200X1200_jpeg,Sat Sep 11 2021 10:38:47 GMT-0400 (Eastern Daylight Time),2,21,24,0,0,4,2,2,3,4,0
A15HCM2AMX95Z9,brian@eavarone.org,2021-09-11T11:03:18.561Z,2,It's almost Monday again!,5684c72qwxaoc9IMG_7801_JPG,Sun Sep 12 2021 07:06:21 GMT-0400 (Eastern Daylight Time),7,59,68,2,0,8,9,3,8,8,0
A15HCM2AMX95Z9,brian@eavarone.org,2021-09-11T11:03:18.561Z,3,Anyone understand what this is?,5684c745egtdg3IMG_7806_JPG,Sun Sep 12 2021 09:45:31 GMT-0400 (Eastern Daylight Time),8,86,68,18,0,13,13,4,10,13,0
A15HCM2AMX95Z9,brian@eavarone.org,2021-09-11T11:03:18.561Z,4,"Discovered these this weekend, best pickles ever!",5684c75g43nmuvIMG_7808_JPG,Mon Sep 13 2021 07:28:27 GMT-0400 (Eastern Daylight Time),13,109,68,31,1,18,13,5,10,18,0
A15HCM2AMX95Z9,brian@eavarone.org,2021-09-11T11:03:18.561Z,5,Coffee and crackers best mid day snack,5684c76qxp4j1uIMG_7811_JPG,Mon Sep 13 2021 11:44:44 GMT-0400 (Eastern Daylight Time),14,118,68,31,7,18,14,6,11,18,0
A15HCM2AMX95Z9,brian@eavarone.org,2021-09-11T11:03:18.561Z,6,My next office chair,5684c7w0ghgximIMG_7810_JPG,Tue Sep 14 2021 08:08:58 GMT-0400 (Eastern Daylight Time),18,134,68,31,16,22,15,7,13,22,0
A2CEYQH4UDNIEV,teaness@gmail.com,2021-09-11T11:01:45.245Z,0,It's time for a little celebration.,5684b1e27c1iwqIMG_4249_jpg,Sat Sep 11 2021 07:09:55 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,1,0,1,0,1,0
A2CEYQH4UDNIEV,teaness@gmail.com,2021-09-11T11:01:45.245Z,1,"If you ask me, it's always ice cream weather :)",5684b1g8398vshIMG_7827_JPG,Sat Sep 11 2021 07:25:35 GMT-0400 (Eastern Daylight Time),1,6,10,0,0,14,2,2,3,8,6
A2CEYQH4UDNIEV,teaness@gmail.com,2021-09-11T11:01:45.245Z,2,"Golden milk, perfect when autumn is around the corner (or all year around, really).",5684b1p9srz3mjIMG_7828_JPG,Sat Sep 11 2021 07:27:15 GMT-0400 (Eastern Daylight Time),1,8,14,0,0,14,2,3,3,8,6
A2CEYQH4UDNIEV,teaness@gmail.com,2021-09-11T11:01:45.245Z,3,Is it Halloween yet? 👻,5684b1ersvez0aIMG_6802_jpg,Sat Sep 11 2021 18:12:29 GMT-0400 (Eastern Daylight Time),6,33,48,0,0,30,4,4,4,20,10
A2CEYQH4UDNIEV,teaness@gmail.com,2021-09-11T11:01:45.245Z,4,Pretty flowers never fail to make me happy.,5684b1suvayofsIMG_7673_jpg,Sun Sep 12 2021 11:21:25 GMT-0400 (Eastern Daylight Time),7,45,60,2,0,30,4,5,4,20,10
A2CEYQH4UDNIEV,teaness@gmail.com,2021-09-11T11:01:45.245Z,5,...talking about autumn colors ❤️🍁,5684b1bxtcahajleavesinautumn_jpg,Sun Sep 12 2021 13:33:53 GMT-0400 (Eastern Daylight Time),8,78,60,25,0,44,8,6,11,34,10
A2CEYQH4UDNIEV,teaness@gmail.com,2021-09-11T11:01:45.245Z,6,If I could only eat samosa every day!,5684b1dru741dvSamosa_jpg,Mon Sep 13 2021 07:33:59 GMT-0400 (Eastern Daylight Time),13,119,60,56,1,54,10,7,14,44,10
A2CEYQH4UDNIEV,teaness@gmail.com,2021-09-11T11:01:45.245Z,7,Spooky season is around the corner! 🎃,5684b18mm9na0aHalloween_jpg,Mon Sep 13 2021 09:40:50 GMT-0400 (Eastern Daylight Time),14,124,60,56,6,61,10,8,15,51,10
A2VUDILEXWYWRX,decroixaa@gmail.com,2021-09-11T10:55:56.153Z,0,Took my Grand Baby to the zoo. She INSISTED on taking all the pictures. For 2 yrs old she did a great job!,568480gf6h4zru20210907_143834_jpg,Sat Sep 11 2021 07:05:04 GMT-0400 (Eastern Daylight Time),1,4,8,0,0,2,0,1,1,2,0
A2VUDILEXWYWRX,decroixaa@gmail.com,2021-09-11T10:55:56.153Z,1,Chesapeake Bay on a beautiful summer day!,5684808oajyr5720210704_135202_jpg,Sat Sep 11 2021 15:01:03 GMT-0400 (Eastern Daylight Time),2,10,18,0,0,2,0,2,1,2,0
A1P8O83E9HXW4U,lsutherland@live.com,2021-09-11T10:53:51.520Z,0,Last night.  Yum.,56847f3tutrbwv5a28e02cbf535_jpg,Sat Sep 11 2021 07:02:34 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,0,0,1,0,0,0
A1P8O83E9HXW4U,lsutherland@live.com,2021-09-11T10:53:51.520Z,1,Be Nice,56847fmzzrst0udownload_png,Sat Sep 11 2021 07:03:50 GMT-0400 (Eastern Daylight Time),1,2,4,0,0,0,0,2,0,0,0
ABLXAMHV1IQD5,herdad@merrimack.edu,2021-09-11T10:24:51.093Z,0,I’ve been lucky enough to receive free lunches at work for the past few weeks. It’s their strategy for keeping us on campus during Covid. I am really grateful for my job,568443kxmv8leeDB75D31D_7D10_4977_A761_8A6FBE62F995_jpeg,Sat Sep 11 2021 06:31:29 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,0,0,1,2,0,0
ABLXAMHV1IQD5,herdad@merrimack.edu,2021-09-11T10:24:51.093Z,1,I’ve been lucky enough to receive free lunches at work for the past few weeks. It’s their strategy for keeping us on campus during Covid. I am really grateful for my job,568443jemgz08rDB75D31D_7D10_4977_A761_8A6FBE62F995_jpeg,Sat Sep 11 2021 06:31:31 GMT-0400 (Eastern Daylight Time),1,2,4,0,0,0,0,2,2,0,0
A1Q6BCD26I084Z,newtynetw@live.com,2021-09-11T08:44:23.003Z,0,Eggs and Hash-browns w/Bacon Bechamel,5683d18hyru7vekeundhwm5um71_jpg,Sat Sep 11 2021 04:46:40 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,0,1,1,0,0,0
A3AV0VB57J8RXD,takeemaevans@yahoo.com,2021-09-11T08:21:17.684Z,0,Waiting for a vacation. Can't wait!,5682aafqwknf3pBeach_PNG,Sat Sep 11 2021 04:33:40 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,2,0,1,4,2,0
A3AV0VB57J8RXD,takeemaevans@yahoo.com,2021-09-11T08:21:17.684Z,1,"Trying to be good, but cookies are so good.",5682aa4b1a2v5ocookies_PNG,Sat Sep 11 2021 20:24:38 GMT-0400 (Eastern Daylight Time),2,4,8,0,0,4,0,2,8,3,1
A3AV0VB57J8RXD,takeemaevans@yahoo.com,2021-09-11T08:21:17.684Z,2,Needed a laugh today.,5682aa1r2ymfygbaby_meme_PNG,Sun Sep 12 2021 18:48:33 GMT-0400 (Eastern Daylight Time),3,8,12,1,0,5,0,3,14,4,1
A3AV0VB57J8RXD,takeemaevans@yahoo.com,2021-09-11T08:21:17.684Z,3,Lil Debbie kind of day!,5682aatsv72l8i20210912_215325_jpg,Sun Sep 12 2021 22:00:49 GMT-0400 (Eastern Daylight Time),4,12,12,3,0,7,0,4,16,6,1
A3AV0VB57J8RXD,takeemaevans@yahoo.com,2021-09-11T08:21:17.684Z,4,Super excited for my spa day this weekend.,5682aaanb15m3tspa_PNG,Mon Sep 13 2021 18:49:13 GMT-0400 (Eastern Daylight Time),5,14,12,4,1,9,0,5,17,8,1
A3AV0VB57J8RXD,takeemaevans@yahoo.com,2021-09-11T08:21:17.684Z,5,Long day. Looking forward to bed.,5682aahhoj0424bed_PNG,Mon Sep 13 2021 23:44:39 GMT-0400 (Eastern Daylight Time),6,17,12,4,3,13,0,6,19,12,1
A3785TR8D5I81Q,dbrowncorp@outlook.com,2021-09-11T08:20:57.690Z,0,"Come, lets eat. Rice, steak and green peas.",5682a989ed6wp5WhatsApp_Image_2021_08_09_at_01_54_06_jpeg,Sat Sep 11 2021 04:27:46 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,3,0,1,1,2,1
A3785TR8D5I81Q,dbrowncorp@outlook.com,2021-09-11T08:20:57.690Z,1,Liver with traditional swahili meal,5682a9b0v5wtrwWhatsApp_Image_2021_09_10_at_12_36_29_PM_jpeg,Sat Sep 11 2021 09:34:12 GMT-0400 (Eastern Daylight Time),2,3,6,0,0,16,0,2,4,15,1
AL51KTDOWITH9,lvegasguy2003@yahoo.com,2021-09-11T07:28:36.054Z,0,Sous Vide Steak Dinner,5682450cdrg5s6meal1_jpeg,Sat Sep 11 2021 03:36:23 GMT-0400 (Eastern Daylight Time),1,1,2,0,0,3,0,1,1,3,0
